지역코드,동코드,읍면동,
29200,15300,명화동,
29200,15400,동산동,
29200,15500,연산동,
29200,15600,도덕동,
29200,15700,송산동,
29200,15800,지평동,
29200,15900,오운동,
29200,16000,삼거동,
29200,16100,양동,
29200,16200,내산동,
29200,16300,대산동,
29200,16400,송학동,
29200,16500,신동,
29200,16600,삼도동,
29200,16700,남산동,
29200,16800,송치동,
29200,16900,산수동,
29200,17000,선동,
29200,17100,지산동,
29200,17200,왕동,
29200,17300,북산동,
29200,17400,명도동,
29200,17500,동호동,
29200,17600,덕림동,
29200,17700,양산동,
29200,17800,동림동,
29200,20200,오선동,
30110,10100,원동,
30110,10200,인동,
30110,10300,효동,
30110,10400,천동,
30110,10500,가오동,
30110,10600,신흥동,
30110,10700,판암동,
30110,10800,삼정동,
30110,10900,용운동,
30110,11000,대동,
30110,11100,자양동,
30110,11200,신안동,
30110,11300,소제동,
30110,11400,가양동,
30110,11500,용전동,
30110,11600,성남동,
30110,11700,홍도동,
30110,11800,삼성동,
30110,11900,정동,
30110,12000,중동,
30110,12100,추동,
30110,12200,비룡동,
30110,12300,주산동,
30110,12400,용계동,
30110,12500,마산동,
30110,12600,효평동,
30110,12700,직동,
30110,12800,세천동,
30110,12900,신상동,
30110,13000,신하동,
30110,13100,신촌동,
30110,13200,사성동,
30110,13300,내탑동,
30110,13400,오동,
30110,13500,주촌동,
30110,13600,낭월동,
30110,13700,대별동,
30110,13800,이사동,
30110,13900,대성동,
30110,14000,장척동,
30110,14100,소호동,
30110,14200,구도동,
30110,14300,삼괴동,
30110,14400,상소동,
30110,14500,하소동,
30140,10100,은행동,
30140,10200,선화동,
30140,10300,목동,
30140,10400,중촌동,
30140,10500,대흥동,
30140,10600,문창동,
30140,10700,석교동,
30140,10800,호동,
30140,10900,옥계동,
30140,11000,대사동,
30140,11100,부사동,
30140,11200,용두동,
30140,11300,오류동,
30140,11400,태평동,
30140,11500,유천동,
30140,11600,문화동,
30140,11700,산성동,
30140,11800,사정동,
30140,11900,안영동,
30140,12000,무수동,
30140,12100,구완동,
30140,12200,침산동,
30140,12300,목달동,
30140,12400,정생동,
30140,12500,어남동,
30140,12600,금동,
30170,10100,복수동,
30170,10200,변동,
30170,10300,도마동,
30170,10400,정림동,
30170,10500,용문동,
30170,10600,탄방동,
30170,10800,괴정동,
30170,10900,가장동,
30170,11000,내동,
30170,11100,갈마동,
30170,11200,둔산동,
30170,11300,월평동,
30170,11400,가수원동,
30170,11500,도안동,
30170,11600,관저동,
30170,11700,흑석동,
30170,11800,매노동,
30170,11900,산직동,
30170,12000,장안동,
30170,12100,평촌동,
30170,12200,오동,
30170,12300,우명동,
30170,12400,원정동,
30170,12500,용촌동,
30170,12600,봉곡동,
30170,12700,괴곡동,
30170,12800,만년동,
30200,10100,원내동,
30200,10200,교촌동,
30200,10300,대정동,
30200,10400,용계동,
30200,10500,학하동,
30200,10600,계산동,
30200,10700,성북동,
30200,10800,세동,
30200,10900,송정동,
30200,11000,방동,
30200,11100,봉명동,
30200,11200,구암동,
30200,11300,덕명동,
30200,11400,원신흥동,
30200,11500,상대동,
30200,11600,복용동,
30200,11700,장대동,
30200,11800,갑동,
30200,11900,노은동,
30200,12000,지족동,
30200,12100,죽동,
30200,12200,궁동,
30200,12300,어은동,
30200,12400,구성동,
30200,12500,신성동,
30200,12600,가정동,
30200,12700,도룡동,
30200,12800,장동,
30200,12900,방현동,
30200,13000,화암동,
30200,13100,덕진동,
30200,13200,하기동,
30200,13300,추목동,
30200,13400,자운동,
30200,13500,신봉동,
30200,13600,수남동,
30200,13700,안산동,
30200,13800,외삼동,
30200,13900,반석동,
30200,14000,문지동,
30200,14100,전민동,
30200,14200,원촌동,
30200,14300,탑립동,
30200,14400,용산동,
30200,14500,봉산동,
30200,14600,관평동,
30200,14700,송강동,
30200,14800,금고동,
30200,14900,대동,
30200,15000,금탄동,
30200,15100,신동,
30200,15200,둔곡동,
30200,15300,구룡동,
30230,10100,오정동,
30230,10200,대화동,
30230,10300,읍내동,
30230,10400,연축동,
30230,10500,신대동,
30230,10600,와동,
30230,10700,송촌동,
30230,10800,법동,
30230,10900,중리동,
30230,11000,비래동,
30230,11100,석봉동,
30230,11200,목상동,
30230,11300,문평동,
30230,11400,신일동,
30230,11500,덕암동,
30230,11600,상서동,
30230,11700,평촌동,
30230,11800,장동,
30230,11900,용호동,
30230,12000,이현동,
30230,12100,갈전동,
30230,12200,부수동,
30230,12300,황호동,
30230,12400,삼정동,
30230,12500,미호동,
30230,12600,신탄진동,
31110,10100,학성동,
31110,10200,학산동,
31110,10300,복산동,
31110,10400,북정동,
31110,10500,옥교동,
31110,10600,성남동,
31110,10700,교동,
31110,10800,우정동,
31110,10900,성안동,
31110,11000,유곡동,
31110,11100,태화동,
31110,11200,다운동,
31110,11300,동동,
31110,11400,서동,
31110,11500,남외동,
31110,11600,장현동,
31110,11700,약사동,
31110,11800,반구동,
31140,10100,무거동,
31140,10200,옥동,
31140,10300,두왕동,
31140,10400,신정동,
31140,10500,달동,
31140,10600,삼산동,
31140,10700,여천동,
31140,10800,야음동,
31140,10900,선암동,
31140,11000,상개동,
31140,11100,부곡동,
31140,11200,고사동,
31140,11300,성암동,
31140,11400,황성동,
31140,11500,용연동,
31140,11600,남화동,
31140,11700,용잠동,
31140,11800,장생포동,
31140,11900,매암동,
31170,10100,방어동,
31170,10200,화정동,
31170,10300,일산동,
31170,10400,전하동,
31170,10500,미포동,
31170,10600,주전동,
31170,10700,동부동,
31170,10800,서부동,
31200,10100,창평동,
31200,10200,호계동,
31200,10300,매곡동,
31200,10400,가대동,
31200,10500,신천동,
31200,10600,중산동,
31200,10700,상안동,
31200,10800,천곡동,
31200,10900,달천동,
31200,11000,시례동,
31200,11100,무룡동,
31200,11200,구유동,
31200,11300,정자동,
31200,11400,신명동,
31200,11500,대안동,
31200,11600,당사동,
31200,11700,신현동,
31200,11800,산하동,
31200,11900,어물동,
31200,12000,명촌동,
31200,12100,진장동,
31200,12200,연암동,
31200,12300,효문동,
31200,12400,양정동,
31200,12500,화봉동,
31200,12600,송정동,
31200,12700,염포동,
31710,25000,온산읍,
31710,25300,언양읍,
31710,25600,온양읍,
31710,25900,범서읍,
31710,26200,청량읍,
31710,26500,삼남읍,
31710,31000,서생면,
31710,34000,웅촌면,
31710,36000,두동면,
31710,37000,두서면,
31710,38000,상북면,
31710,40000,삼동면,
36110,10100,존재,#REF!
36110,10200,존재,#REF!
36110,10300,존재,#REF!
36110,10400,존재,#REF!
36110,10500,존재,#REF!
36110,10600,존재,#REF!
36110,10700,존재,#REF!
36110,10800,존재,#REF!
36110,10900,존재,#REF!
36110,11000,존재,#REF!
36110,11100,존재,#REF!
36110,11200,존재,#REF!
36110,11300,존재,#REF!
36110,11400,존재,#REF!
36110,11500,산울동,
36110,11600,해밀동,
36110,11700,합강동,
36110,11800,집현동,
36110,25000,존재,#REF!
36110,31000,존재,#REF!
36110,32000,존재,#REF!
36110,33000,존재,#REF!
36110,34000,존재,#REF!
36110,35000,존재,#REF!
36110,36000,존재,#REF!
36110,37000,존재,#REF!
36110,38000,존재,#REF!
36110,39000,존재,#REF!
41111,12900,장안구,#REF!
41111,13000,장안구,#REF!
41111,13100,장안구,#REF!
41111,13200,장안구,#REF!
41111,13300,장안구,#REF!
41111,13400,장안구,#REF!
41111,13500,장안구,#REF!
41111,13600,장안구,#REF!
41111,13700,장안구,#REF!
41111,13800,장안구,#REF!
41111,13900,장안구,#REF!
41113,12600,권선구,#REF!
41113,12700,권선구,#REF!
41113,12800,권선구,#REF!
41113,12900,권선구,#REF!
41113,13000,권선구,#REF!
41113,13100,권선구,#REF!
41113,13200,권선구,#REF!
41113,13300,권선구,#REF!
41113,13400,권선구,#REF!
41113,13500,권선구,#REF!
41113,13600,권선구,#REF!
41113,13700,권선구,#REF!
41113,13800,권선구,#REF!
41113,13900,권선구,#REF!
41113,14000,권선구,#REF!
41113,14100,권선구,#REF!
41115,12000,팔달구,#REF!
41115,12100,팔달구,#REF!
41115,12200,팔달구,#REF!
41115,12300,팔달구,#REF!
41115,12400,팔달구,#REF!
41115,12500,팔달구,#REF!
41115,12600,팔달구,#REF!
41115,12700,팔달구,#REF!
41115,12800,팔달구,#REF!
41115,12900,팔달구,#REF!
41115,13000,팔달구,#REF!
41115,13100,팔달구,#REF!
41115,13200,팔달구,#REF!
41115,13300,팔달구,#REF!
41115,13400,팔달구,#REF!
41115,13500,팔달구,#REF!
41115,13600,팔달구,#REF!
41115,13700,팔달구,#REF!
41115,13800,팔달구,#REF!
41115,13900,팔달구,#REF!
41115,14000,팔달구,#REF!
41115,14100,팔달구,#REF!
41117,10100,영통구,#REF!
41117,10200,영통구,#REF!
41117,10300,영통구,#REF!
41117,10400,영통구,#REF!
41117,10500,영통구,#REF!
41117,10600,영통구,#REF!
41117,10700,영통구,#REF!
41131,10100,수정구,#REF!
41131,10200,수정구,#REF!
41131,10300,수정구,#REF!
41131,10400,수정구,#REF!
41131,10500,수정구,#REF!
41131,10600,수정구,#REF!
41131,10700,수정구,#REF!
41131,10800,수정구,#REF!
41131,10900,수정구,#REF!
41131,11000,수정구,#REF!
41131,11100,수정구,#REF!
41131,11200,수정구,#REF!
41131,11300,수정구,#REF!
41131,11400,수정구,#REF!
41131,11500,수정구,#REF!
41131,11600,수정구,#REF!
41131,11700,수정구,#REF!
41133,10100,중원구,#REF!
41133,10300,중원구,#REF!
41133,10400,중원구,#REF!
41133,10500,중원구,#REF!
41133,10600,중원구,#REF!
41133,10700,중원구,#REF!
41133,10800,중원구,#REF!
41133,10900,중원구,#REF!
41133,13200,중원구,#REF!
41135,10100,분당구,#REF!
41135,10200,분당구,#REF!
41135,10300,분당구,#REF!
41135,10400,분당구,#REF!
41135,10500,분당구,#REF!
41135,10600,분당구,#REF!
41135,10700,분당구,#REF!
41135,10800,분당구,#REF!
41135,10900,분당구,#REF!
41135,11000,분당구,#REF!
41135,11100,분당구,#REF!
41135,11200,분당구,#REF!
41135,11300,분당구,#REF!
41135,11400,분당구,#REF!
41135,11500,분당구,#REF!
41135,11600,분당구,#REF!
41135,11700,분당구,#REF!
41135,11800,분당구,#REF!
41150,10100,의정부동,
41150,10200,호원동,
41150,10300,장암동,
41150,10400,신곡동,
41150,10500,용현동,
41150,10600,민락동,
41150,10700,낙양동,
41150,10800,자일동,
41150,10900,금오동,
41150,11000,가능동,
41150,11100,녹양동,
41150,11200,고산동,
41150,11300,산곡동,
41171,10100,만안구,#REF!
41171,10200,만안구,#REF!
41171,10300,만안구,#REF!
41173,10100,동안구,#REF!
41173,10200,동안구,#REF!
41173,10300,동안구,#REF!
41173,10400,동안구,#REF!
41190,10100,원미동,
41190,10200,심곡동,
41190,10300,춘의동,
41190,10400,도당동,
41190,10500,약대동,
41190,10600,소사동,
41190,10700,역곡동,
41190,10800,중동,
41190,10900,상동,
41190,11000,소사본동,
41190,11100,심곡본동,
41190,11200,범박동,
41190,11300,괴안동,
41190,11400,송내동,
41190,11500,옥길동,
41190,11600,계수동,
41190,11700,오정동,
41190,11800,여월동,
41190,11900,작동,
41190,12000,원종동,
41190,12100,고강동,
41190,12200,대장동,
41190,12300,삼정동,
41190,12400,내동,
41210,10100,광명동,
41210,10200,철산동,
41210,10300,하안동,
41210,10400,소하동,
41210,10500,노온사동,
41210,10600,일직동,
41210,10700,가학동,
41210,10800,옥길동,
41220,10100,서정동,
41220,10200,장당동,
41220,10300,모곡동,
41220,10400,칠괴동,
41220,10500,칠원동,
41220,10600,도일동,
41220,10700,가재동,
41220,10800,장안동,
41220,10900,이충동,
41220,11000,지산동,
41220,11100,독곡동,
41220,11200,신장동,
41220,11300,평택동,
41220,11400,통복동,
41220,11500,군문동,
41220,11600,유천동,
41220,11700,합정동,
41220,11800,비전동,
41220,11900,동삭동,
41220,12000,세교동,
41220,12100,지제동,
41220,12200,신대동,
41220,12300,소사동,
41220,12400,용이동,
41220,12500,월곡동,
41220,12600,청룡동,
41220,12700,죽백동,
41220,25000,팽성읍,
41220,25300,안중읍,
41220,25600,포승읍,
41220,25900,청북읍,
41220,31000,진위면,
41220,32000,서탄면,
41220,33000,고덕면,
41220,34000,오성면,
41220,37000,현덕면,
41250,10100,송내동,
41250,10200,지행동,
41250,10300,생연동,
41250,10400,광암동,
41250,10500,걸산동,
41250,10600,보산동,
41250,10700,동두천동,
41250,10800,안흥동,
41250,10900,상봉암동,
41250,11000,하봉암동,
41250,11100,탑동동,
41250,11200,상패동,
41271,10100,상록구,#REF!
41271,10200,상록구,#REF!
41271,10300,상록구,#REF!
41271,10400,상록구,#REF!
41271,10500,상록구,#REF!
41271,10600,상록구,#REF!
41271,10700,상록구,#REF!
41271,10800,상록구,#REF!
41271,10900,상록구,#REF!
41271,11000,상록구,#REF!
41271,11100,상록구,#REF!
41271,11200,상록구,#REF!
41271,11300,상록구,#REF!
41271,11400,상록구,#REF!
41271,11500,상록구,#REF!
41273,10100,단원구,#REF!
41273,10200,단원구,#REF!
41273,10300,단원구,#REF!
41273,10400,단원구,#REF!
41273,10500,단원구,#REF!
41273,10600,단원구,#REF!
41273,10700,단원구,#REF!
41273,10800,단원구,#REF!
41273,10900,단원구,#REF!
41273,11000,단원구,#REF!
41273,11100,단원구,#REF!
41273,11200,단원구,#REF!
41273,11300,단원구,#REF!
41273,11400,단원구,#REF!
41273,11500,단원구,#REF!
41281,10100,덕양구,#REF!
41281,10200,덕양구,#REF!
41281,10300,덕양구,#REF!
41281,10400,덕양구,#REF!
41281,10500,덕양구,#REF!
41281,10600,덕양구,#REF!
41281,10700,덕양구,#REF!
41281,10800,덕양구,#REF!
41281,10900,덕양구,#REF!
41281,11000,덕양구,#REF!
41281,11100,덕양구,#REF!
41281,11200,덕양구,#REF!
41281,11300,덕양구,#REF!
41281,11400,덕양구,#REF!
41281,11500,덕양구,#REF!
41281,11600,덕양구,#REF!
41281,11700,덕양구,#REF!
41281,11800,덕양구,#REF!
41281,11900,덕양구,#REF!
41281,12000,덕양구,#REF!
41281,12100,덕양구,#REF!
41281,12200,덕양구,#REF!
41281,12300,덕양구,#REF!
41281,12400,덕양구,#REF!
41281,12500,덕양구,#REF!
41281,12600,덕양구,#REF!
41281,12700,덕양구,#REF!
41281,12800,덕양구,#REF!
41281,12900,덕양구,#REF!
41281,13000,덕양구,#REF!
41281,13100,덕양구,#REF!
41281,13200,덕양구,#REF!
41285,10100,일산동구,#REF!
41285,10200,일산동구,#REF!
41285,10300,일산동구,#REF!
41285,10400,일산동구,#REF!
41285,10500,일산동구,#REF!
41285,10600,일산동구,#REF!
41285,10700,일산동구,#REF!
41285,10800,일산동구,#REF!
41285,10900,일산동구,#REF!
41285,11000,일산동구,#REF!
41285,11100,일산동구,#REF!
41285,11200,일산동구,#REF!
41285,11300,일산동구,#REF!
41287,10100,일산서구,#REF!
41287,10200,일산서구,#REF!
41287,10300,일산서구,#REF!
41287,10400,일산서구,#REF!
41287,10500,일산서구,#REF!
41287,10600,일산서구,#REF!
41287,10700,일산서구,#REF!
41287,10800,일산서구,#REF!
41290,10100,관문동,
41290,10200,문원동,
41290,10300,갈현동,
41290,10400,막계동,
41290,10500,과천동,
41290,10600,주암동,
41290,10700,중앙동,
41290,10800,원문동,
41290,10900,별양동,
41290,11000,부림동,
41310,10100,갈매동,
41310,10200,사노동,
41310,10300,인창동,
41310,10400,교문동,
41310,10500,수택동,
41310,10600,아천동,
41310,10700,토평동,
41360,10100,호평동,
41360,10200,평내동,
41360,10300,금곡동,
41360,10400,일패동,
41360,10500,이패동,
41360,10600,삼패동,
41360,10800,수석동,
41360,10900,지금동,
41360,11000,도농동,
41360,11100,별내동,
41360,11200,다산동,
41360,25000,와부읍,
41360,25300,진접읍,
41360,25600,화도읍,
41360,25900,진건읍,
41360,26200,오남읍,
41360,26500,퇴계원읍,
41360,31000,별내면,
41360,34000,수동면,
41360,36000,조안면,
41370,10100,오산동,
41370,10200,부산동,
41370,10300,원동,
41370,10400,궐동,
41370,10500,청학동,
41370,10600,가장동,
41370,10700,금암동,
41370,10800,수청동,
41370,10900,은계동,
41370,11000,내삼미동,
41370,11100,외삼미동,
41370,11200,양산동,
41370,11300,세교동,
41370,11400,지곶동,
41370,11500,서랑동,
41370,11600,서동,
41370,11700,벌음동,
41370,11800,두곡동,
41370,11900,탑동,
41370,12000,누읍동,
41370,12100,가수동,
41370,12200,고현동,
41370,12300,청호동,
41370,12400,갈곶동,
41390,10100,대야동,
41390,10200,신천동,
41390,10300,방산동,
41390,10400,포동,
41390,10500,미산동,
41390,10600,은행동,
41390,10700,안현동,
41390,10800,매화동,
41390,10900,도창동,
41390,11000,금이동,
41390,11200,과림동,
41390,11300,계수동,
41390,11700,화정동,
41390,11800,능곡동,
41390,11900,하중동,
41390,12000,하상동,
41390,12100,광석동,
41390,12200,물왕동,
41390,12300,산현동,
41390,12400,조남동,
41390,12500,논곡동,
41390,12600,목감동,
41390,12700,거모동,
41390,12800,군자동,
41390,12900,장현동,
41390,13000,장곡동,
41390,13100,월곶동,
41390,13200,정왕동,
41390,13300,죽율동,
41390,13400,무지내동,
41410,10100,당동,
41410,10200,당정동,
41410,10300,부곡동,
41410,10400,산본동,
41410,10500,금정동,
41410,10600,둔대동,
41410,10700,속달동,
41410,10800,대야미동,
41410,10900,도마교동,
41430,10100,고천동,
41430,10200,이동,
41430,10300,삼동,
41430,10400,왕곡동,
41430,10500,오전동,
41430,10600,학의동,
41430,10700,내손동,
41430,10800,청계동,
41430,10900,포일동,
41430,11000,월암동,
41430,11100,초평동,
41450,10100,천현동,
41450,10200,하산곡동,
41450,10300,창우동,
41450,10400,배알미동,
41450,10500,상산곡동,
41450,10600,신장동,
41450,10700,당정동,
41450,10800,덕풍동,
41450,10900,망월동,
41450,11000,풍산동,
41450,11100,미사동,
41450,11200,선동,
41450,11300,감북동,
41450,11400,감일동,
41450,11500,감이동,
41450,11600,학암동,
41450,11700,교산동,
41450,11800,춘궁동,
41450,11900,하사창동,
41450,12000,상사창동,
41450,12100,항동,
41450,12200,초일동,
41450,12300,초이동,
41450,12400,광암동,
41461,10100,처인구,#REF!
41461,10200,처인구,#REF!
41461,10300,처인구,#REF!
41461,10400,처인구,#REF!
41461,10500,처인구,#REF!
41461,10600,처인구,#REF!
41461,10700,처인구,#REF!
41461,10800,처인구,#REF!
41461,10900,처인구,#REF!
41461,11000,처인구,#REF!
41461,25000,처인구,#REF!
41461,25300,처인구,#REF!
41461,25600,처인구,#REF!
41461,32000,처인구,#REF!
41461,34000,처인구,#REF!
41461,35000,처인구,#REF!
41461,36000,처인구,#REF!
41463,10100,기흥구,#REF!
41463,10200,기흥구,#REF!
41463,10300,기흥구,#REF!
41463,10400,기흥구,#REF!
41463,10500,기흥구,#REF!
41463,10600,기흥구,#REF!
41463,10700,기흥구,#REF!
41463,10800,기흥구,#REF!
41463,10900,기흥구,#REF!
41463,11000,기흥구,#REF!
41463,11100,기흥구,#REF!
41463,11200,기흥구,#REF!
41463,11300,기흥구,#REF!
41463,11400,기흥구,#REF!
41463,11500,기흥구,#REF!
41463,11600,기흥구,#REF!
41463,11700,기흥구,#REF!
41463,11800,기흥구,#REF!
41465,10100,수지구,#REF!
41465,10200,수지구,#REF!
41465,10300,수지구,#REF!
41465,10400,수지구,#REF!
41465,10500,수지구,#REF!
41465,10600,수지구,#REF!
41465,10700,수지구,#REF!
41480,10100,금촌동,
41480,10200,아동동,
41480,10400,야동동,
41480,10500,검산동,
41480,10600,맥금동,
41480,10700,교하동,
41480,10800,야당동,
41480,10900,다율동,
41480,11000,오도동,
41480,11100,상지석동,
41480,11200,산남동,
41480,11300,동패동,
41480,11400,당하동,
41480,11500,문발동,
41480,11600,송촌동,
41480,11700,목동동,
41480,11800,하지석동,
41480,11900,서패동,
41480,12000,신촌동,
41480,12100,연다산동,
41480,12200,와동동,
41480,12300,금릉동,
41480,25000,문산읍,
41480,25300,파주읍,
41480,25600,법원읍,
41480,26200,조리읍,
41480,31000,월롱면,
41480,32000,탄현면,
41480,35000,광탄면,
41480,36000,파평면,
41480,37000,적성면,
41480,38000,군내면,
41480,39000,장단면,
41480,40000,진동면,
41480,41000,진서면,
41500,10100,창전동,
41500,10200,관고동,
41500,10300,중리동,
41500,10400,증일동,
41500,10500,율현동,
41500,10600,진리동,
41500,10700,안흥동,
41500,10800,갈산동,
41500,10900,증포동,
41500,11000,송정동,
41500,11100,사음동,
41500,11200,단월동,
41500,11300,대포동,
41500,11400,고담동,
41500,11500,장록동,
41500,25000,장호원읍,
41500,25300,부발읍,
41500,31000,신둔면,
41500,32000,백사면,
41500,33000,호법면,
41500,34000,마장면,
41500,35000,대월면,
41500,36000,모가면,
41500,37000,설성면,
41500,38000,율면,
41550,10100,봉산동,
41550,10200,숭인동,
41550,10300,영동,
41550,10400,봉남동,
41550,10500,구포동,
41550,10600,동본동,
41550,10700,명륜동,
41550,10800,옥천동,
41550,10900,낙원동,
41550,11000,창전동,
41550,11100,성남동,
41550,11200,신흥동,
41550,11300,인지동,
41550,11400,금산동,
41550,11500,연지동,
41550,11600,대천동,
41550,11700,서인동,
41550,11800,석정동,
41550,11900,아양동,
41550,12000,금석동,
41550,12100,계동,
41550,12200,옥산동,
41550,12300,사곡동,
41550,12400,도기동,
41550,12500,당왕동,
41550,12600,가사동,
41550,12700,가현동,
41550,12800,신건지동,
41550,12900,신소현동,
41550,13000,신모산동,
41550,13100,현수동,
41550,13200,발화동,
41550,13300,중리동,
41550,25000,공도읍,
41550,31000,보개면,
41550,32000,금광면,
41550,33000,서운면,
41550,34000,미양면,
41550,35000,대덕면,
41550,36000,양성면,
41550,38000,원곡면,
41550,39000,일죽면,
41550,40000,죽산면,
41550,41000,삼죽면,
41550,42000,고삼면,
41570,10100,북변동,
41570,10200,걸포동,
41570,10300,운양동,
41570,10400,장기동,
41570,10500,감정동,
41570,10600,사우동,
41570,10700,풍무동,
41570,10800,마산동,
41570,10900,구래동,
41570,25000,통진읍,
41570,25300,고촌읍,
41570,25600,양촌읍,
41570,34000,대곶면,
41570,35000,월곶면,
41570,36000,하성면,
41590,11600,진안동,
41590,11700,병점동,
41590,11800,능동,
41590,11900,기산동,
41590,12000,반월동,
41590,12100,반정동,
41590,12200,황계동,
41590,12300,배양동,
41590,12400,기안동,
41590,12500,송산동,
41590,12600,안녕동,
41590,12700,반송동,
41590,12800,석우동,
41590,12900,오산동,
41590,13000,청계동,
41590,13100,영천동,
41590,13200,중동,
41590,13300,신동,
41590,13400,목동,
41590,13500,산척동,
41590,13600,장지동,
41590,13700,송동,
41590,13800,방교동,
41590,13900,금곡동,
41590,14000,새솔동,
41590,25300,봉담읍,
41590,25600,우정읍,
41590,25900,향남읍,
41590,26200,남양읍,
41590,31000,매송면,
41590,32000,비봉면,
41590,33000,마도면,
41590,34000,송산면,
41590,35000,서신면,
41590,36000,팔탄면,
41590,37000,장안면,
41590,40000,양감면,
41590,41000,정남면,
41610,10100,경안동,
41610,10200,쌍령동,
41610,10300,송정동,
41610,10400,회덕동,
41610,10500,탄벌동,
41610,10600,목현동,
41610,10700,삼동,
41610,10800,중대동,
41610,10900,직동,
41610,11000,태전동,
41610,11100,장지동,
41610,11200,역동,
41610,11300,목동,
41610,25000,오포읍,
41610,25300,초월읍,
41610,25900,곤지암읍,
41610,33000,도척면,
41610,34000,퇴촌면,
41610,35000,남종면,
41610,37000,남한산성면,
41630,10100,유양동,
41630,10200,어둔동,
41630,10300,남방동,
41630,10400,마전동,
41630,10500,산북동,
41630,10600,광사동,
41630,10700,만송동,
41630,10800,삼숭동,
41630,10900,고읍동,
41630,11000,덕정동,
41630,11100,봉양동,
41630,11200,회암동,
41630,11300,율정동,
41630,11400,옥정동,
41630,11500,고암동,
41630,11600,덕계동,
41630,11700,회정동,
41630,25000,백석읍,
41630,31000,은현면,
41630,32000,남면,
41630,33000,광적면,
41630,34000,장흥면,
41650,10100,신읍동,
41650,10200,어룡동,
41650,10300,자작동,
41650,10400,선단동,
41650,10500,설운동,
41650,10600,동교동,
41650,25000,소흘읍,
41650,31000,군내면,
41650,32000,내촌면,
41650,33000,가산면,
41650,34000,신북면,
41650,35000,창수면,
41650,36000,영중면,
41650,37000,일동면,
41650,38000,이동면,
41650,39000,영북면,
41650,40000,관인면,
41650,41000,화현면,
41670,10100,상동,
41670,10200,홍문동,
41670,10300,창동,
41670,10400,우만동,
41670,10500,단현동,
41670,10600,신진동,
41670,10700,하동,
41670,10800,교동,
41670,10900,월송동,
41670,11000,가업동,
41670,11100,연라동,
41670,11200,상거동,
41670,11300,하거동,
41670,11400,삼교동,
41670,11500,점봉동,
41670,11600,능현동,
41670,11700,멱곡동,
41670,11800,연양동,
41670,11900,매룡동,
41670,12000,천송동,
41670,12100,오학동,
41670,12200,현암동,
41670,12300,오금동,
41670,25000,가남읍,
41670,31000,점동면,
41670,32000,흥천면,
41670,33000,금사면,
41670,34000,능서면,
41670,35000,대신면,#REF!
41670,36000,북내면,
41670,37000,강천면,
41670,38000,산북면,
41800,25000,연천읍,
41800,25300,전곡읍,
41800,31000,군남면,
41800,32000,청산면,
41800,33000,백학면,
41800,34000,미산면,
41800,35000,왕징면,
41800,36000,신서면,
41800,37000,중면,
41800,38000,장남면,
41820,25000,가평읍,
41820,31000,설악면,
41820,32500,청평면,
41820,33000,상면,
41820,34500,조종면,
41820,35000,북면,
41830,25000,양평읍,
41830,31000,강상면,
41830,32000,강하면,
41830,33000,양서면,
41830,34000,옥천면,
41830,35000,서종면,
41830,36000,단월면,
41830,37000,청운면,
41830,38000,양동면,
41830,39500,지평면,
41830,40000,용문면,
41830,41000,개군면,
42110,10100,봉의동,
42110,10200,요선동,
42110,10300,낙원동,
42110,10400,중앙로1가,
42110,10500,중앙로2가,
42110,10600,중앙로3가,
42110,10700,옥천동,
42110,10800,조양동,
42110,10900,죽림동,
42110,11000,운교동,
42110,11100,약사동,
42110,11200,효자동,
42110,11300,소양로1가,
42110,11400,소양로2가,
42110,11500,소양로3가,
42110,11600,소양로4가,
42110,11700,근화동,
42110,11800,우두동,
42110,11900,사농동,
42110,12000,후평동,
42110,12100,온의동,
42110,12200,교동,
42110,12300,퇴계동,
42110,12400,석사동,
42110,12500,삼천동,
42110,12600,칠전동,
42110,12700,송암동,
42110,12800,신동,
42110,12900,중도동,
42110,25000,신북읍,
42110,31000,동면,
42110,32000,동산면,
42110,33000,신동면,
42110,34000,남면,
42110,35000,서면,
42110,36000,사북면,
42110,38000,북산면,
42110,39000,동내면,
42110,40000,남산면,
42130,10100,중앙동,
42130,10200,평원동,
42130,10300,원동,
42130,10400,인동,
42130,10500,개운동,
42130,10600,명륜동,
42130,10700,단구동,
42130,10800,일산동,
42130,10900,학성동,
42130,11000,단계동,
42130,11100,우산동,
42130,11200,태장동,
42130,11300,봉산동,
42130,11400,행구동,
42130,11500,무실동,
42130,11600,관설동,
42130,11700,반곡동,
42130,11800,가현동,
42130,25000,문막읍,
42130,31000,소초면,
42130,32000,호저면,
42130,33000,지정면,
42130,35000,부론면,
42130,36000,귀래면,
42130,37000,흥업면,
42130,38000,판부면,
42130,39000,신림면,
42150,10100,홍제동,
42150,10200,남문동,
42150,10300,명주동,
42150,10400,성내동,
42150,10500,임당동,
42150,10600,금학동,
42150,10700,용강동,
42150,10800,성남동,
42150,10900,옥천동,
42150,11000,교동,
42150,11100,포남동,
42150,11200,초당동,
42150,11300,강문동,
42150,11400,송정동,
42150,11500,견소동,
42150,11600,내곡동,
42150,11700,회산동,
42150,11800,장현동,
42150,11900,박월동,
42150,12000,담산동,
42150,12100,노암동,
42150,12200,유산동,
42150,12300,월호평동,
42150,12400,신석동,
42150,12500,입암동,
42150,12600,청량동,
42150,12700,두산동,
42150,12800,학동,
42150,12900,병산동,
