코드,레벨,상위코드,코드명
25924,3,41590,향남읍 상신리
25935,3,41590,향남읍 송곡리
25932,3,41590,향남읍 수직리
25931,3,41590,향남읍 요리
25941,3,41590,향남읍 장짐리
25923,3,41590,향남읍 제암리
25934,3,41590,향남읍 증거리
25921,3,41590,향남읍 평리
25926,3,41590,향남읍 하길리
25939,3,41590,향남읍 행정리
25927,3,41590,향남읍 화리현리
14600,3,41280,향동동
90300,3,42170,향로동
16200,3,43110,향정동
15200,3,22110,향촌동
15200,3,27110,향촌동
04100,3,47010,향촌동
11600,3,48230,향촌동
11600,3,48240,향촌동
12300,3,47250,헌신동
34000,3,46840,현경면
34032,3,46840,현경면 가입리
34022,3,46840,현경면 동산리
34031,3,46840,현경면 마산리
34027,3,46840,현경면 송정리
34028,3,46840,현경면 수양리
34021,3,46840,현경면 양학리
34030,3,46840,현경면 오류리
34024,3,46840,현경면 외반리
34029,3,46840,현경면 용정리
34001,3,46840,현경면 평룡리
34023,3,46840,현경면 평산리
34026,3,46840,현경면 해운리
34025,3,46840,현경면 현화리
36000,3,47130,현곡면
36000,3,47790,현곡면
36000,3,47795,현곡면
36029,3,47130,현곡면 가정리
36029,3,47790,현곡면 가정리
36029,3,47795,현곡면 가정리
36027,3,47130,현곡면 금장리
36027,3,47790,현곡면 금장리
36027,3,47795,현곡면 금장리
36026,3,47130,현곡면 남사리
36026,3,47790,현곡면 남사리
36026,3,47795,현곡면 남사리
36021,3,47130,현곡면 라원리
36021,3,47790,현곡면 라원리
36021,3,47795,현곡면 라원리
36028,3,47130,현곡면 래태리
36028,3,47790,현곡면 래태리
36028,3,47795,현곡면 래태리
36025,3,47130,현곡면 무과리
36025,3,47790,현곡면 무과리
36025,3,47795,현곡면 무과리
36024,3,47130,현곡면 상구리
36024,3,47790,현곡면 상구리
36024,3,47795,현곡면 상구리
36022,3,47130,현곡면 소현리
36022,3,47790,현곡면 소현리
36022,3,47795,현곡면 소현리
36030,3,47130,현곡면 오류리
36030,3,47790,현곡면 오류리
36030,3,47795,현곡면 오류리
36023,3,47130,현곡면 하구리
36023,3,47790,현곡면 하구리
36023,3,47795,현곡면 하구리
34000,3,42830,현남면
34029,3,42830,현남면 견불리
34026,3,42830,현남면 광진리
34038,3,42830,현남면 남애리
34023,3,42830,현남면 동산리
34040,3,42830,현남면 두리
34022,3,42830,현남면 북분리
34030,3,42830,현남면 상월천리
34024,3,42830,현남면 시변리
34034,3,42830,현남면 원포리
34021,3,42830,현남면 인구리
34033,3,42830,현남면 임호정리
34037,3,42830,현남면 입암리
34027,3,42830,현남면 전포매리
34025,3,42830,현남면 정자리
34039,3,42830,현남면 주리
34041,3,42830,현남면 죽리
34036,3,42830,현남면 지경리
34035,3,42830,현남면 지리
34032,3,42830,현남면 창리
34031,3,42830,현남면 하월천리
34028,3,42830,현남면 후포매리
31000,3,42820,현내면
31032,3,42820,현내면 검장리
31038,3,42820,현내면 대강리
31099,3,42820,현내면 대강리
31021,3,42820,현내면 대진리
31027,3,42820,현내면 마달리
31028,3,42820,현내면 마차진리
31029,3,42820,현내면 명파리
31035,3,42820,현내면 명호리
31030,3,42820,현내면 배봉리
31033,3,42820,현내면 사천리
31025,3,42820,현내면 산학리
31001,3,42820,현내면 송내리
31036,3,42820,현내면 송도진리
31034,3,42820,현내면 송현리
31031,3,42820,현내면 제진리
31037,3,42820,현내면 제진리
31024,3,42820,현내면 죽정리
31022,3,42820,현내면 철통리
31023,3,42820,현내면 초도리
31026,3,42820,현내면 화곡리
37000,3,41220,현덕면
37000,3,41740,현덕면
37030,3,41220,현덕면 권관리
37030,3,41740,현덕면 권관리
37029,3,41220,현덕면 기산리
37029,3,41740,현덕면 기산리
37028,3,41220,현덕면 대안리
37028,3,41740,현덕면 대안리
37026,3,41220,현덕면 덕목리
37026,3,41740,현덕면 덕목리
37021,3,41220,현덕면 도대리
37021,3,41740,현덕면 도대리
37001,3,41740,현덕면 두매리
37032,3,41220,현덕면 방축리
37032,3,41740,현덕면 방축리
37027,3,41220,현덕면 신왕리
37027,3,41740,현덕면 신왕리
37022,3,41220,현덕면 운정리
37022,3,41740,현덕면 운정리
37025,3,41220,현덕면 인광리
37025,3,41740,현덕면 인광리
37031,3,41220,현덕면 장수리
37031,3,41740,현덕면 장수리
37023,3,41220,현덕면 화양리
37023,3,41740,현덕면 화양리
37024,3,41220,현덕면 황산리
37024,3,41740,현덕면 황산리
37000,3,43710,현도면
37030,3,43710,현도면 노산리
37031,3,43710,현도면 달계리
37032,3,43710,현도면 매봉리
37021,3,43710,현도면 상삼리
37026,3,43710,현도면 선동리
37025,3,43710,현도면 시동리
37027,3,43710,현도면 시목리
37033,3,43710,현도면 양지리
37024,3,43710,현도면 우록리
37034,3,43710,현도면 죽암리
37023,3,43710,현도면 죽전리
37022,3,43710,현도면 중삼리
37028,3,43710,현도면 중척리
37029,3,43710,현도면 하석리
16500,3,48150,현동
15900,3,48160,현동
10500,3,48190,현동
33000,3,47750,현동면
33025,3,47750,현동면 개일동
33032,3,47750,현동면 개일리
33022,3,47750,현동면 거성동
33029,3,47750,현동면 거성리
33023,3,47750,현동면 눌인동
33030,3,47750,현동면 눌인리
33021,3,47750,현동면 도평동
33028,3,47750,현동면 도평리
33024,3,47750,현동면 월매동
33031,3,47750,현동면 월매리
33027,3,47750,현동면 인지동
33034,3,47750,현동면 인지리
33026,3,47750,현동면 창양동
33033,3,47750,현동면 창양리
33000,3,42830,현북면
33022,3,42830,현북면 기사문리
33027,3,42830,현북면 대치리
33025,3,42830,현북면 도리
33026,3,42830,현북면 말곡리
33033,3,42830,현북면 면옥치리
33023,3,42830,현북면 명지리
33034,3,42830,현북면 법수치리
33028,3,42830,현북면 상광정리
33031,3,42830,현북면 어성전리
33032,3,42830,현북면 원일전리
33021,3,42830,현북면 잔교리
33024,3,42830,현북면 장리
33029,3,42830,현북면 중광정리
33030,3,42830,현북면 하광정리
33000,3,46820,현산면
33023,3,46820,현산면 고현리
33030,3,46820,현산면 구산리
33022,3,46820,현산면 구시리
33024,3,46820,현산면 덕흥리
33021,3,46820,현산면 만안리
33027,3,46820,현산면 백포리
33032,3,46820,현산면 월송리
33026,3,46820,현산면 읍호리
33025,3,46820,현산면 일평리
33031,3,46820,현산면 조산리
33028,3,46820,현산면 초호리
33029,3,46820,현산면 황산리
34000,3,47750,현서면
34024,3,47750,현서면 갈천동
34037,3,47750,현서면 갈천리
34030,3,47750,현서면 구산동
34043,3,47750,현서면 구산리
34032,3,47750,현서면 덕계동
34045,3,47750,현서면 덕계리
34002,3,47750,현서면 덕성동
34027,3,47750,현서면 도동
34040,3,47750,현서면 도리
34033,3,47750,현서면 두현동
34046,3,47750,현서면 두현리
34028,3,47750,현서면 모계동
34041,3,47750,현서면 모계리
34023,3,47750,현서면 무계동
34036,3,47750,현서면 무계리
34021,3,47750,현서면 백자동
34034,3,47750,현서면 백자리
34001,3,47750,현서면 복동
34025,3,47750,현서면 사촌동
34038,3,47750,현서면 사촌리
34003,3,47750,현서면 성재동
34022,3,47750,현서면 수락동
34035,3,47750,현서면 수락리
34026,3,47750,현서면 월정동
34039,3,47750,현서면 월정리
34029,3,47750,현서면 천천동
34042,3,47750,현서면 천천리
34031,3,47750,현서면 화목동
34044,3,47750,현서면 화목리
11200,3,11440,현석동
13100,3,41550,현수동
12200,3,41670,현암동
14600,3,43110,현암동
11900,3,45140,현영동
11500,3,45150,현영동
10900,3,11410,현저동
14400,3,41280,현천동
90600,3,44170,현포동
36000,3,27710,현풍면
37000,3,47710,현풍면
37030,3,47710,현풍면 대동
36030,3,27710,현풍면 대리
37041,3,47710,현풍면 대리
37023,3,47710,현풍면 부동
36023,3,27710,현풍면 부리
37034,3,47710,현풍면 부리
37021,3,47710,현풍면 상동
36021,3,27710,현풍면 상리
37032,3,47710,현풍면 상리
37025,3,47710,현풍면 성하동
36025,3,27710,현풍면 성하리
37036,3,47710,현풍면 성하리
37031,3,47710,현풍면 신기동
36031,3,27710,현풍면 신기리
37042,3,47710,현풍면 신기리
37028,3,47710,현풍면 오산동
36028,3,27710,현풍면 오산리
37039,3,47710,현풍면 오산리
37026,3,47710,현풍면 원교동
36026,3,27710,현풍면 원교리
37037,3,47710,현풍면 원교리
37027,3,47710,현풍면 자모동
36027,3,27710,현풍면 자모리
37038,3,47710,현풍면 자모리
37022,3,47710,현풍면 중동
36022,3,27710,현풍면 중리
37033,3,47710,현풍면 중리
37029,3,47710,현풍면 지동
36029,3,27710,현풍면 지리
37040,3,47710,현풍면 지리
37024,3,47710,현풍면 하동
36024,3,27710,현풍면 하리
37035,3,47710,현풍면 하리
26500,3,27710,현풍읍
26530,3,27710,현풍읍 대리
26523,3,27710,현풍읍 부리
26521,3,27710,현풍읍 상리
26525,3,27710,현풍읍 성하리
26531,3,27710,현풍읍 신기리
26528,3,27710,현풍읍 오산리
26526,3,27710,현풍읍 원교리
26527,3,27710,현풍읍 자모리
26522,3,27710,현풍읍 중리
26529,3,27710,현풍읍 지리
26524,3,27710,현풍읍 하리
10800,3,42190,혈동
10900,3,47190,형곡동
16900,3,11110,혜화동
91100,3,41170,호계1동
91200,3,41170,호계2동
91300,3,41170,호계3동
10200,3,31200,호계동
10500,3,41170,호계동
10900,3,48330,호계동
33000,3,47280,호계면
33000,3,47890,호계면
33027,3,47280,호계면 가도리
33027,3,47890,호계면 가도리
33021,3,47280,호계면 견탄리
33021,3,47890,호계면 견탄리
33028,3,47280,호계면 구산리
33028,3,47890,호계면 구산리
33030,3,47280,호계면 막곡리
33030,3,47890,호계면 막곡리
33022,3,47280,호계면 별암리
33022,3,47890,호계면 별암리
33031,3,47280,호계면 봉서리
33031,3,47890,호계면 봉서리
33001,3,47890,호계면 봉정리
33024,3,47280,호계면 부곡리
33024,3,47890,호계면 부곡리
33025,3,47280,호계면 선암리
33025,3,47890,호계면 선암리
33029,3,47280,호계면 우로리
33029,3,47890,호계면 우로리
33026,3,47280,호계면 지천리
33026,3,47890,호계면 지천리
33023,3,47280,호계면 호계리
33023,3,47890,호계면 호계리
10400,3,49130,호근동
10400,3,50130,호근동
11500,3,24110,호남동
90100,3,24200,호남동
11500,3,29110,호남동
02300,3,46010,호남동
10800,3,46110,호남동
10800,3,25140,호동
10800,3,30140,호동
10900,3,41460,호동
03100,3,44110,호동
14100,3,47110,호동
06100,3,44110,호동리
00800,3,22170,호림동
10500,3,22290,호림동
10500,3,27290,호림동
10600,3,47010,호림동
15100,3,41110,호매실동
15100,3,46130,호명동
12400,3,46190,호명동
36000,3,47900,호명면
36024,3,47900,호명면 금능동
36040,3,47900,호명면 금능리
36035,3,47900,호명면 내신동
36051,3,47900,호명면 내신리
36036,3,47900,호명면 담암동
36052,3,47900,호명면 담암리
36029,3,47900,호명면 백송동
36045,3,47900,호명면 백송리
36026,3,47900,호명면 본동
36042,3,47900,호명면 본리
36021,3,47900,호명면 본포동
36037,3,47900,호명면 본포리
36030,3,47900,호명면 산합동
36046,3,47900,호명면 산합리
36023,3,47900,호명면 송곡동
36039,3,47900,호명면 송곡리
36028,3,47900,호명면 오천동
36044,3,47900,호명면 오천리
36022,3,47900,호명면 원곡동
36038,3,47900,호명면 원곡리
36033,3,47900,호명면 월포동
36049,3,47900,호명면 월포리
36034,3,47900,호명면 종산동
36050,3,47900,호명면 종산리
36031,3,47900,호명면 직산동
36047,3,47900,호명면 직산리
36025,3,47900,호명면 한어동
36041,3,47900,호명면 한어리
36027,3,47900,호명면 형호동
36043,3,47900,호명면 형호리
36032,3,47900,호명면 황지동
36048,3,47900,호명면 황지리
90500,3,42110,호반동
33000,3,41500,호법면
34000,3,41840,호법면
33024,3,41500,호법면 단천리
34024,3,41840,호법면 단천리
33026,3,41500,호법면 동산리
34026,3,41840,호법면 동산리
33025,3,41500,호법면 매곡리
34025,3,41840,호법면 매곡리
33029,3,41500,호법면 송갈리
34029,3,41840,호법면 송갈리
33022,3,41500,호법면 안평리
34022,3,41840,호법면 안평리
33021,3,41500,호법면 유산리
34021,3,41840,호법면 유산리
33028,3,41500,호법면 주미리
34028,3,41840,호법면 주미리
33027,3,41500,호법면 주박리
34027,3,41840,호법면 주박리
33023,3,41500,호법면 후안리
34023,3,41840,호법면 후안리
12500,3,27290,호산동
12800,3,45110,호성동
03600,3,45110,호성동1가
03700,3,45110,호성동2가
03800,3,45110,호성동3가
10700,3,43130,호암동
10200,3,41150,호원동
00200,3,41150,호원리
32000,3,42130,호저면
32000,3,42740,호저면
32000,3,42745,호저면
32001,3,42740,호저면 가현리
32022,3,42130,호저면 고산리
32022,3,42740,호저면 고산리
32022,3,42745,호저면 고산리
32024,3,42130,호저면 광격리
32024,3,42740,호저면 광격리
32024,3,42745,호저면 광격리
32023,3,42130,호저면 대덕리
32023,3,42740,호저면 대덕리
32023,3,42745,호저면 대덕리
32025,3,42130,호저면 만종리
32025,3,42740,호저면 만종리
32025,3,42745,호저면 만종리
32030,3,42130,호저면 매호리
32030,3,42740,호저면 매호리
32030,3,42745,호저면 매호리
32027,3,42130,호저면 무장리
32027,3,42740,호저면 무장리
32027,3,42745,호저면 무장리
32029,3,42130,호저면 산현리
32029,3,42740,호저면 산현리
32029,3,42745,호저면 산현리
32026,3,42130,호저면 옥산리
32026,3,42740,호저면 옥산리
32026,3,42745,호저면 옥산리
32028,3,42130,호저면 용곡리
32028,3,42740,호저면 용곡리
32028,3,42745,호저면 용곡리
32021,3,42130,호저면 주산리
32021,3,42740,호저면 주산리
32021,3,42745,호저면 주산리
13200,3,48170,호탄동
34037,3,36110,호탄리
10100,3,41350,호평동
10100,3,41360,호평동
12100,3,42170,호현동
12500,3,46150,홍내동
03000,3,46870,홍농면
03007,3,46870,홍농면 가곡리
03003,3,46870,홍농면 계마리
03008,3,46870,홍농면 단덕리
03001,3,46870,홍농면 상하리
03004,3,46870,홍농면 성산리
03009,3,46870,홍농면 신석리
03006,3,46870,홍농면 월암리
03005,3,46870,홍농면 진덕리
03002,3,46870,홍농면 칠곡리
25600,3,46870,홍농읍
25627,3,46870,홍농읍 가곡리
25623,3,46870,홍농읍 계마리
25628,3,46870,홍농읍 단덕리
25621,3,46870,홍농읍 상하리
25624,3,46870,홍농읍 성산리
25629,3,46870,홍농읍 신석리
25626,3,46870,홍농읍 월암리
25625,3,46870,홍농읍 진덕리
25622,3,46870,홍농읍 칠곡리
11700,3,25110,홍도동
11700,3,30110,홍도동
01700,3,44110,홍도동
33000,3,44800,홍동면
33004,3,44800,홍동면 구룡리
33028,3,44800,홍동면 구정리
33031,3,44800,홍동면 금당리
33027,3,44800,홍동면 금평리
33033,3,44800,홍동면 대영리
33003,3,44800,홍동면 대평리
33026,3,44800,홍동면 문당리
33030,3,44800,홍동면 수란리
33029,3,44800,홍동면 신기리
33001,3,44800,홍동면 운용리
33021,3,44800,홍동면 운월리
33023,3,44800,홍동면 원천리
33002,3,44800,홍동면 월림리
33022,3,44800,홍동면 월현리
33034,3,44800,홍동면 팔괘리
33024,3,44800,홍동면 홍원리
33025,3,44800,홍동면 화신리
33032,3,44800,홍동면 효학리
10200,3,41670,홍문동
16600,3,48150,홍문동
16000,3,48160,홍문동
31000,3,44800,홍북면
31029,3,44800,홍북면 갈산리
31024,3,44800,홍북면 내덕리
31001,3,44800,홍북면 내법리
31032,3,44800,홍북면 노은리
31026,3,44800,홍북면 대동리
31033,3,44800,홍북면 대인리
31023,3,44800,홍북면 봉신리
31031,3,44800,홍북면 산수리
31022,3,44800,홍북면 상하리
31027,3,44800,홍북면 석택리
31025,3,44800,홍북면 신경리
31030,3,44800,홍북면 신정리
31028,3,44800,홍북면 용산리
31021,3,44800,홍북면 중계리
25600,3,44800,홍북읍
25629,3,44800,홍북읍 갈산리
25624,3,44800,홍북읍 내덕리
25632,3,44800,홍북읍 노은리
25626,3,44800,홍북읍 대동리
25633,3,44800,홍북읍 대인리
25623,3,44800,홍북읍 봉신리
25631,3,44800,홍북읍 산수리
25622,3,44800,홍북읍 상하리
25627,3,44800,홍북읍 석택리
25625,3,44800,홍북읍 신경리
25630,3,44800,홍북읍 신정리
25628,3,44800,홍북읍 용산리
25621,3,44800,홍북읍 중계리
36000,3,44760,홍산면
36027,3,44760,홍산면 교원리
36024,3,44760,홍산면 남촌리
36030,3,44760,홍산면 무정리
36023,3,44760,홍산면 북촌리
36029,3,44760,홍산면 상천리
36022,3,44760,홍산면 정동리
36028,3,44760,홍산면 조현리
36026,3,44760,홍산면 좌홍리
36021,3,44760,홍산면 토정리
36025,3,44760,홍산면 홍양리
00000,2,44000,홍성군
03000,3,44800,홍성면
03010,3,44800,홍성면 고암리
03012,3,44800,홍성면 구룡리
03006,3,44800,홍성면 남장리
03011,3,44800,홍성면 내법리
03002,3,44800,홍성면 대교리
03014,3,44800,홍성면 대평리
03003,3,44800,홍성면 소향리
03009,3,44800,홍성면 송월리
03008,3,44800,홍성면 신성리
03001,3,44800,홍성면 오관리
03005,3,44800,홍성면 옥암리
03015,3,44800,홍성면 운룡리
03013,3,44800,홍성면 월림리
03004,3,44800,홍성면 월산리
03007,3,44800,홍성면 학계리
25000,3,44800,홍성읍
25030,3,44800,홍성읍 고암리
25032,3,44800,홍성읍 구룡리
25026,3,44800,홍성읍 남장리
25031,3,44800,홍성읍 내법리
25022,3,44800,홍성읍 대교리
25023,3,44800,홍성읍 소향리
25029,3,44800,홍성읍 송월리
25028,3,44800,홍성읍 신성리
25021,3,44800,홍성읍 오관리
25025,3,44800,홍성읍 옥암리
25024,3,44800,홍성읍 월산리
25027,3,44800,홍성읍 학계리
91200,3,11410,홍은1동
91300,3,11410,홍은2동
91400,3,11410,홍은3동
11800,3,11410,홍은동
10300,3,11200,홍익동
90800,3,11410,홍제1동
90900,3,11410,홍제2동
91000,3,11410,홍제3동
91100,3,11410,홍제4동
11100,3,11410,홍제동
10100,3,42150,홍제동
18500,3,11110,홍지동
00400,3,11410,홍지동
00000,2,42000,홍천군
03000,3,42720,홍천면
03004,3,42720,홍천면 갈마곡리
03005,3,42720,홍천면 검율리
03007,3,42720,홍천면 결운리
03012,3,42720,홍천면 삼마치리
03013,3,42720,홍천면 상오안리
03003,3,42720,홍천면 신대장리
03009,3,42720,홍천면 연봉리
03006,3,42720,홍천면 와동리
03011,3,42720,홍천면 장전평리
03002,3,42720,홍천면 진리
03008,3,42720,홍천면 태학리
03010,3,42720,홍천면 하오안리
03001,3,42720,홍천면 희망리
25000,3,42720,홍천읍
25024,3,42720,홍천읍 갈마곡리
25025,3,42720,홍천읍 검율리
25027,3,42720,홍천읍 결운리
25032,3,42720,홍천읍 삼마치리
25033,3,42720,홍천읍 상오안리
25022,3,42720,홍천읍 신장대리
25029,3,42720,홍천읍 연봉리
25026,3,42720,홍천읍 와동리
25031,3,42720,홍천읍 장전평리
25021,3,42720,홍천읍 진리
25028,3,42720,홍천읍 태학리
25030,3,42720,홍천읍 하오안리
25023,3,42720,홍천읍 희망리
17900,3,11110,홍파동
00800,3,11410,홍파동
12100,3,47250,화개동
31000,3,48850,화개면
31029,3,48850,화개면 대성리
31022,3,48850,화개면 덕은리
31028,3,48850,화개면 범왕리
31021,3,48850,화개면 부춘리
31024,3,48850,화개면 삼신리
31027,3,48850,화개면 용강리
31026,3,48850,화개면 운수리
31025,3,48850,화개면 정금리
31023,3,48850,화개면 탑리
16000,3,43110,화계동
90300,3,11500,화곡1동
90400,3,11500,화곡2동
90500,3,11500,화곡3동
90600,3,11500,화곡4동
90700,3,11500,화곡5동
10300,3,11500,화곡동
00500,3,11560,화곡동
90800,3,11500,화곡본동
90500,3,42190,화광동
35000,3,47230,화남면
47000,3,47250,화남면
35000,3,47800,화남면
47000,3,47880,화남면
35031,3,47800,화남면 구전동
35031,3,47230,화남면 구전리
35042,3,47800,화남면 구전리
35028,3,47800,화남면 귀호동
35028,3,47230,화남면 귀호리
35039,3,47800,화남면 귀호리
35021,3,47800,화남면 금호동
35021,3,47230,화남면 금호리
35032,3,47800,화남면 금호리
35025,3,47800,화남면 대천동
35025,3,47230,화남면 대천리
35036,3,47800,화남면 대천리
47021,3,47250,화남면 동관리
47021,3,47880,화남면 동관리
35024,3,47800,화남면 사천동
35024,3,47230,화남면 사천리
35035,3,47800,화남면 사천리
35027,3,47800,화남면 삼창동
35027,3,47230,화남면 삼창리
35038,3,47800,화남면 삼창리
35026,3,47800,화남면 선천동
35026,3,47230,화남면 선천리
35037,3,47800,화남면 선천리
47025,3,47250,화남면 소곡리
47025,3,47880,화남면 소곡리
35023,3,47800,화남면 신호동
35023,3,47230,화남면 신호리
35034,3,47800,화남면 신호리
35029,3,47800,화남면 안천동
35029,3,47230,화남면 안천리
35040,3,47800,화남면 안천리
35030,3,47800,화남면 온천동
35030,3,47230,화남면 온천리
35041,3,47800,화남면 온천리
35032,3,47230,화남면 용계리
35043,3,47800,화남면 용계리
35033,3,47230,화남면 월곡리
35044,3,47800,화남면 월곡리
47023,3,47250,화남면 임곡리
47023,3,47880,화남면 임곡리
35022,3,47800,화남면 죽곡동
35022,3,47230,화남면 죽곡리
35033,3,47800,화남면 죽곡리
47024,3,47250,화남면 중눌리
47024,3,47880,화남면 중눌리
47022,3,47250,화남면 평온리
47022,3,47880,화남면 평온리
11900,3,24140,화내동
34000,3,28710,화도면
07500,3,41710,화도면
35000,3,41720,화도면
34000,3,41880,화도면
07507,3,41710,화도면 가곡리
35023,3,41720,화도면 가곡리
07508,3,41710,화도면 구암리
35024,3,41720,화도면 구암리
07506,3,41710,화도면 금남리
35025,3,41720,화도면 금남리
34021,3,28710,화도면 내리
34021,3,41880,화도면 내리
07503,3,41710,화도면 녹촌리
35029,3,41720,화도면 녹촌리
07509,3,41710,화도면 답내리
35026,3,41720,화도면 답내리
34024,3,28710,화도면 덕포리
34024,3,41880,화도면 덕포리
34026,3,28710,화도면 동막리
34026,3,41880,화도면 동막리
07501,3,41710,화도면 마석우리
35021,3,41720,화도면 마석우리
07502,3,41710,화도면 묵현리
35022,3,41720,화도면 묵현리
34023,3,28710,화도면 문산리
34023,3,41880,화도면 문산리
34025,3,28710,화도면 사기리
34025,3,41880,화도면 사기리
34022,3,28710,화도면 상방리
34022,3,41880,화도면 상방리
07513,3,41710,화도면 송천리
34028,3,28710,화도면 여차리
34028,3,41880,화도면 여차리
07512,3,41710,화도면 운수리
07510,3,41710,화도면 월산리
35027,3,41720,화도면 월산리
34029,3,28710,화도면 장화리
34029,3,41880,화도면 장화리
07511,3,41710,화도면 지둔리
07505,3,41710,화도면 차산리
35030,3,41720,화도면 차산리
07504,3,41710,화도면 창현리
35028,3,41720,화도면 창현리
34027,3,28710,화도면 흥왕리
34027,3,41880,화도면 흥왕리
25600,3,41360,화도읍
14000,3,41720,화도읍
25623,3,41360,화도읍 가곡리
14023,3,41720,화도읍 가곡리
25624,3,41360,화도읍 구암리
14024,3,41720,화도읍 구암리
25625,3,41360,화도읍 금남리
14025,3,41720,화도읍 금남리
25629,3,41360,화도읍 녹촌리
14029,3,41720,화도읍 녹촌리
25626,3,41360,화도읍 답내리
14026,3,41720,화도읍 답내리
25621,3,41360,화도읍 마석우리
14021,3,41720,화도읍 마석우리
25622,3,41360,화도읍 묵현리
14022,3,41720,화도읍 묵현리
25627,3,41360,화도읍 월산리
14027,3,41720,화도읍 월산리
25630,3,41360,화도읍 차산리
14030,3,41720,화도읍 차산리
25628,3,41360,화도읍 창현리
14028,3,41720,화도읍 창현리
14300,3,11110,화동
40000,3,47250,화동면
40000,3,47880,화동면
40026,3,47250,화동면 반곡리
40026,3,47880,화동면 반곡리
40027,3,47250,화동면 보미리
40027,3,47880,화동면 보미리
40022,3,47250,화동면 선교리
40022,3,47880,화동면 선교리
40025,3,47250,화동면 신촌리
40025,3,47880,화동면 신촌리
40028,3,47250,화동면 양지리
40028,3,47880,화동면 양지리
40024,3,47250,화동면 어산리
40024,3,47880,화동면 어산리
40001,3,47880,화동면 어촌리
40021,3,47250,화동면 이소리
40021,3,47880,화동면 이소리
40023,3,47250,화동면 판곡리
40023,3,47880,화동면 판곡리
40029,3,47250,화동면 평산리
40029,3,47880,화동면 평산리
11000,3,47230,화룡동
00300,3,21230,화명동
10200,3,21320,화명동
10200,3,26320,화명동
11400,3,48250,화목동
12500,3,31200,화봉동
04600,3,48130,화봉동
09100,3,48130,화봉리
90100,3,49110,화북동
34000,3,47230,화북면
42000,3,47250,화북면
34000,3,47800,화북면
42000,3,47880,화북면
34031,3,47800,화북면 공덕동
34031,3,47230,화북면 공덕리
34046,3,47800,화북면 공덕리
34005,3,47800,화북면 구전동
34003,3,47800,화북면 금호동
34009,3,47800,화북면 대천동
42027,3,47880,화북면 동관리
34025,3,47800,화북면 법화동
34025,3,47230,화북면 법화리
34040,3,47800,화북면 법화리
34008,3,47800,화북면 사천동
34001,3,47800,화북면 삼창동
34027,3,47800,화북면 상송동
34027,3,47230,화북면 상송리
34042,3,47800,화북면 상송리
42023,3,47250,화북면 상오리
42023,3,47880,화북면 상오리
42031,3,47880,화북면 소곡리
34010,3,47800,화북면 신천동
34006,3,47800,화북면 신호동
34002,3,47800,화북면 안천동
34033,3,47800,화북면 오동
34034,3,47230,화북면 오동리
34033,3,47230,화북면 오리
34048,3,47800,화북면 오리
34032,3,47800,화북면 오산동
34032,3,47230,화북면 오산리
34047,3,47800,화북면 오산리
34022,3,47800,화북면 옥계동
34022,3,47230,화북면 옥계리
34037,3,47800,화북면 옥계리
34004,3,47800,화북면 온천동
34034,3,47800,화북면 용계동
34049,3,47800,화북면 용계리
34024,3,47800,화북면 용소동
34024,3,47230,화북면 용소리
34039,3,47800,화북면 용소리
42021,3,47250,화북면 용유리
42021,3,47880,화북면 용유리
42026,3,47250,화북면 운흥리
42026,3,47880,화북면 운흥리
34035,3,47800,화북면 월곡동
34050,3,47800,화북면 월곡리
42029,3,47880,화북면 임곡리
34023,3,47800,화북면 입석동
34023,3,47230,화북면 입석리
42024,3,47250,화북면 입석리
34038,3,47800,화북면 입석리
42024,3,47880,화북면 입석리
34021,3,47800,화북면 자천동
34021,3,47230,화북면 자천리
34036,3,47800,화북면 자천리
42022,3,47250,화북면 장암리
42022,3,47880,화북면 장암리
34029,3,47800,화북면 정각동
34029,3,47230,화북면 정각리
34044,3,47800,화북면 정각리
34007,3,47800,화북면 죽곡동
34028,3,47800,화북면 죽전동
34028,3,47230,화북면 죽전리
34043,3,47800,화북면 죽전리
42030,3,47880,화북면 중눌리
42025,3,47250,화북면 중벌리
42025,3,47880,화북면 중벌리
42028,3,47880,화북면 평온리
34026,3,47800,화북면 하송동
34026,3,47230,화북면 하송리
34041,3,47800,화북면 하송리
34030,3,47800,화북면 횡계동
34030,3,47230,화북면 횡계리
34045,3,47800,화북면 횡계리
11200,3,49110,화북이동
11200,3,50110,화북이동
11100,3,49110,화북일동
11100,3,50110,화북일동
90400,3,43150,화산1동
90500,3,43150,화산2동
10900,3,43150,화산동
10300,3,44170,화산동
10300,3,44180,화산동
12900,3,47250,화산동
39000,3,45710,화산면
32000,3,46820,화산면
33000,3,47230,화산면
33000,3,47800,화산면
33027,3,47800,화산면 가상동
33027,3,47230,화산면 가상리
33042,3,47800,화산면 가상리
32025,3,46820,화산면 가좌리
32026,3,46820,화산면 관동리
33002,3,47800,화산면 귀호동
32022,3,46820,화산면 금풍리
33032,3,47800,화산면 당곡동
33032,3,47230,화산면 당곡리
33047,3,47800,화산면 당곡리
33025,3,47800,화산면 당지동
33025,3,47230,화산면 당지리
33040,3,47800,화산면 당지리
33028,3,47800,화산면 대기동
33028,3,47230,화산면 대기리
33043,3,47800,화산면 대기리
33023,3,47800,화산면 대안동
33023,3,47230,화산면 대안리
33038,3,47800,화산면 대안리
33022,3,47800,화산면 덕암동
33022,3,47230,화산면 덕암리
33037,3,47800,화산면 덕암리
